成绩序号	玩家名字	铺面ID	RANK状态	完成状态	原分数	原pp	新分数	新pp
530	秘制小汉堡	0	-1	False	10680	0.0	10680	0
531	秘制小汉堡	0	-1	True	57630	176.982	57630	0
532	秘制小汉堡	0	-1	False	10850	0.0	10850	0
533	秘制小汉堡	0	-1	False	10740	0.0	10740	0
534	秘制小汉堡	0	-1	False	57730	146.675	57730	0
535	秘制小汉堡	0	-1	False	12010	0.0	12010	0
536	秘制小汉堡	0	-1	False	56460	97.8733	56460	0
537	秘制小汉堡	1474956	2	False	41700	0.0	41700	0
538	秘制小汉堡	1474956	2	True	105000	187.895	105000	133.2978515625
539	秘制小汉堡	1474956	2	False	104180	128.69	104180	0
540	秘制小汉堡	1474946	2	True	117480	78.667	117480	56.72659683227539
541	秘制小汉堡	0	-1	False	172570	284.01	172570	0
542	秘制小汉堡	0	-1	False	171310	288.947	171310	0
543	秘制小汉堡	0	-1	False	173440	370.679	173440	0
544	秘制小汉堡	0	-1	False	19740	0.0	19740	0
545	秘制小汉堡	0	-1	False	20730	0.0	20730	0
546	秘制小汉堡	0	-1	True	174100	454.389	174100	0
547	秘制小汉堡	116128	2	False	25330	0.0	25330	0
548	秘制小汉堡	116128	2	False	83850	0.0	83850	0
549	秘制小汉堡	116128	2	False	14490	0.0	14490	0
550	秘制小汉堡	116128	2	False	192310	268.966	192310	0
551	秘制小汉堡	116128	2	False	14950	0.0	14950	0
552	秘制小汉堡	116128	2	True	192470	322.935	192470	98.05992889404297
553	秘制小汉堡	754819	0	False	15600	0.0	15600	0
554	秘制小汉堡	754819	0	False	10100	0.0	10100	0
555	秘制小汉堡	754819	0	False	90470	332.116	90470	0
556	秘制小汉堡	754819	0	True	94320	827.904	190	0.001
557	秘制小汉堡	0	-1	True	432640	0.175399	432640	0
558	秘制小汉堡	754820	0	False	91570	344.237	91570	0
559	秘制小汉堡	754820	0	False	14250	0.0	14250	0
560	秘制小汉堡	754820	0	False	90520	327.102	90520	0
561	秘制小汉堡	129891	3	True	577080	20.031	577080	15.860692024230957
562	秘制小汉堡	1181761	2	True	287200	4.11302	287200	1.4844523668289185
563	秘制小汉堡	0	-1	True	85450	59.2784	85450	0
564	秘制小汉堡	0	-1	False	155100	44.2649	155100	0
565	秘制小汉堡	0	-1	False	155970	34.6357	155970	0
566	秘制小汉堡	0	-1	True	160420	81.3142	160420	0
567	秘制小汉堡	0	-1	False	75150	3250.58	75150	0
568	秘制小汉堡	0	-1	True	76800	3314.14	76800	0
569	秘制小汉堡	0	-1	True	115500	4421.99	115500	0
570	秘制小汉堡	0	-1	True	76800	3314.14	76800	0
571	秘制小汉堡	0	-1	True	38400	1548.0	38400	0
572	秘制小汉堡	0	-1	False	49220	24.1408	49220	0
573	秘制小汉堡	0	-1	False	47340	0.0	47340	0
574	秘制小汉堡	0	-1	False	15640	0.0	15640	0
575	秘制小汉堡	0	-1	False	52330	22.2084	52330	0
576	秘制小汉堡	0	-1	True	63830	130.417	63830	0
577	秘制小汉堡	0	-1	False	14660	0.0	14660	0
578	秘制小汉堡	40017	2	False	15440	0.0	15440	0
579	秘制小汉堡	40017	2	False	115360	54.8588	115360	0
580	秘制小汉堡	40017	2	False	12490	0.0	12490	0
581	秘制小汉堡	40017	2	True	118710	55.4651	118710	29.78428840637207
582	秘制小汉堡	0	-1	False	37070	0.0	37070	0
583	秘制小汉堡	0	-1	True	326790	66.1354	326790	0
584	秘制小汉堡	0	-1	False	29350	0.0	29350	0
585	秘制小汉堡	0	-1	False	112270	124.089	112270	0
586	秘制小汉堡	0	-1	False	23000	0.0	23000	0
587	秘制小汉堡	0	-1	False	22650	0.0	22650	0
588	秘制小汉堡	0	-1	True	113100	290.58	113100	0
589	黄旭东	0	-1	False	100550	0.0	100550	0
590	黄旭东	1925029	0	False	32290	0.0	32290	0
591	黄旭东	1531739	0	True	28200	2833.85	1700	0.001
592	黄旭东	1546217	0	True	151940	291.491	195	0.001
593	drugs520	0	-1	False	11500	0.0	11500	0
594	drugs520	0	-1	False	12300	0.0	12300	0
595	drugs520	0	-1	False	32770	994.781	32770	0
596	drugs520	0	-1	False	33480	982.583	33480	0
597	drugs520	0	-1	False	31150	856.971	31150	0
598	drugs520	0	-1	False	30300	831.909	30300	0
599	drugs520	0	-1	True	32630	1079.88	32630	0
600	drugs520	0	-1	False	35740	1046.76	35740	0
601	drugs520	0	-1	False	36670	1116.13	36670	0
602	drugs520	0	-1	True	37300	1259.14	37300	0
603	drugs520	0	-1	False	20400	0.0	20400	0
604	drugs520	0	-1	False	26930	0.0	26930	0
605	drugs520	0	-1	False	32320	809.982	32320	0
606	drugs520	0	-1	False	29310	0.0	29310	0
607	drugs520	0	-1	True	35280	959.623	35280	0
608	drugs520	0	-1	False	30360	0.0	30360	0
609	drugs520	0	-1	False	35430	825.787	35430	0
610	drugs520	0	-1	True	35120	1163.89	35120	0
611	drugs520	0	-1	False	18100	0.0	18100	0
612	drugs520	0	-1	False	33850	0.0	33850	0
613	drugs520	0	-1	False	27560	0.0	27560	0
614	drugs520	0	-1	False	31410	0.0	31410	0
615	drugs520	0	-1	True	36230	1263.78	36230	0
616	drugs520	0	-1	False	21400	0.0	21400	0
617	drugs520	0	-1	False	97360	777.95	97360	0
618	drugs520	0	-1	False	98830	727.944	98830	0
619	drugs520	0	-1	True	99860	1040.78	99860	0
620	drugs520	0	-1	False	22240	0.0	22240	0
621	drugs520	0	-1	False	36490	0.0	36490	0
622	drugs520	0	-1	False	48110	712.297	48110	0
623	drugs520	0	-1	False	19740	0.0	19740	0
624	drugs520	0	-1	False	61680	826.173	61680	0
625	drugs520	0	-1	False	15270	0.0	15270	0
626	drugs520	0	-1	False	17630	0.0	17630	0
627	drugs520	0	-1	False	19610	0.0	19610	0
628	drugs520	0	-1	False	55230	800.411	55230	0
629	drugs520	0	-1	False	17660	0.0	17660	0
630	drugs520	0	-1	False	56030	804.751	56030	0
631	drugs520	0	-1	False	20880	0.0	20880	0
632	drugs520	0	-1	False	19490	0.0	19490	0
633	drugs520	0	-1	False	22820	0.0	22820	0
634	drugs520	0	-1	False	19590	0.0	19590	0
635	drugs520	0	-1	False	15130	0.0	15130	0
636	drugs520	0	-1	False	19490	0.0	19490	0
637	drugs520	0	-1	False	18640	0.0	18640	0
638	drugs520	0	-1	False	52350	791.663	52350	0
639	drugs520	0	-1	True	115100	1795.95	115100	0
640	drugs520	0	-1	False	17930	0.0	17930	0
641	drugs520	0	-1	False	15530	0.0	15530	0
642	drugs520	0	-1	False	20720	0.0	20720	0
643	drugs520	0	-1	False	60870	601.724	60870	0
644	drugs520	0	-1	False	58490	750.498	58490	0
645	drugs520	0	-1	False	26550	0.0	26550	0
646	drugs520	0	-1	False	22190	0.0	22190	0
647	drugs520	0	-1	False	62000	948.724	62000	0
648	drugs520	0	-1	True	59960	1329.57	59960	0
649	drugs520	0	-1	False	20790	0.0	20790	0
650	drugs520	0	-1	False	24210	0.0	24210	0
651	drugs520	0	-1	False	22860	0.0	22860	0
652	drugs520	0	-1	False	56900	1193.32	56900	0
