成绩序号	玩家名字	铺面ID	RANK状态	完成状态	原分数	原pp	新分数	新pp
63	MyAngelMatsuri	0	-1	True	7018683	0.0	7018683	0
64	arily	0	-1	True	2756962	0.0	2756962	0
65	孙一峰	0	-1	True	142010	0.0	142010	0
66	孙一峰	0	-1	True	259978	0.0	259978	0
67	孙一峰	0	-1	True	446678	0.0	446678	0
68	arily	0	-1	True	1183928	0.0	1183928	0
69	孙一峰	0	-1	True	356930	0.0	356930	0
70	孙一峰	0	-1	True	268618	0.0	268618	0
71	孙一峰	0	-1	True	264190	0.0	264190	0
72	孙一峰	1180151	2	True	343400	49.5015	343400	49.501461029052734
73	孙一峰	0	-1	True	130005	0.0	130005	0
74	孙一峰	1269345	2	True	207833	98.4922	207833	98.4921646118164
75	孙一峰	1383988	2	True	164209	55.0789	164209	55.07889175415039
76	arily	899732	2	False	4635630	0.0	4635630	0
77	孙一峰	1180151	2	False	178477	0.0	178477	0
78	孙一峰	0	-1	True	236906	0.0	236906	0
79	孙一峰	0	-1	True	2718636	0.0	2718636	0
80	arily	899732	2	True	7401560	386.835	7401560	386.83538818359375
81	孙一峰	848345	2	True	2062730	113.295	2062730	113.29496765136719
82	孙一峰	0	-1	True	312856	0.0	312856	0
83	孙一峰	637549	2	True	1165495	96.0176	1165495	96.01757049560547
84	孙一峰	2245774	2	True	643540	171.103	643540	171.10252380371094
85	一起打饭	0	-1	True	1247048	0.0	1247048	0
86	一起打饭	0	-1	False	1004500	0.0	1004500	0
87	一起打饭	0	-1	True	1294568	0.0	1294568	0
88	我去要饭	1861487	2	True	26663206	55.442	26663206	55.441951751708984
89	一起打饭	0	-1	True	1515757	0.0	1515757	0
90	我去要饭	0	-1	False	10491288	0.0	10491288	0
91	一起打饭	0	-1	True	4169356	0.0	4169356	0
92	Yuans	827932	2	True	1660645	109.242	1660645	109.24217987060547
93	Yuans	1264972	2	True	1747157	233.856	1747157	233.8558349609375
94	我去要饭	1569904	2	True	12180810	231.709	12180810	231.70860290527344
95	一起打饭	0	-1	True	7276574	0.0	7276574	0
96	Yuans	1649525	2	True	5902500	101.241	5902500	101.24127197265625
97	Yuans	0	-1	True	3021715	0.0	3021715	0
98	Yuans	1725588	2	True	5281882	237.375	5281882	237.3754119873047
99	Yuans	2014470	2	True	3510725	323.508	3510725	323.5077819824219
100	Yuans	1974323	2	True	2306770	254.722	2306770	254.72189331054688
101	Yuans	0	-1	True	2560365	0.0	2560365	0
102	Yuans	834587	2	True	1872218	196.655	1872218	196.65464782714844
103	Yuans	1726474	2	True	1414786	194.186	1414786	194.18621826171875
104	Inazuma永遠的神	0	-1	False	668535	0.0	668535	0
105	我去要饭	1157344	2	True	3515090	108.553	3515090	108.55279541015625
106	Inazuma永遠的神	1764213	2	False	164929	0.0	164929	0
107	Inazuma永遠的神	1764213	2	False	383184	0.0	383184	0
108	Inazuma永遠的神	1762724	2	True	437281	269.954	437281	269.9540710449219
109	Inazuma永遠的神	0	-1	True	492642	0.0	492642	0
110	Inazuma永遠的神	1893461	2	False	269595	0.0	269595	0
111	Inazuma永遠的神	1893461	2	True	335521	326.676	335521	326.6759338378906
112	我去要饭	725718	2	True	11978870	343.554	11978870	343.554443359375
113	Inazuma永遠的神	1970565	2	False	2384999	0.0	2384999	0
114	Inazuma永遠的神	1970565	2	False	3015243	0.0	3015243	0
115	秘制小汉堡	0	-1	True	3370590	0.0	3370590	0
116	FcEazy	0	-1	True	1368204	0.0	1368204	0
117	Inazuma永遠的神	1844417	2	True	4520424	349.766	4520424	349.7663879394531
118	秘制小汉堡	1557181	2	True	10403010	126.278	10403010	126.278076171875
